Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Venue,Margin,Season,Round.Type,Round.Number,,
15017,8/04/2017,R3,Fremantle,13,11,89,Footscray,10,13,73,Subiaco,16,2017,Regular,3,,0
15018,9/04/2017,R3,St Kilda,14,23,107,Brisbane Lions,11,10,76,Docklands,31,2017,Regular,3,,0
15019,9/04/2017,R3,Carlton,7,15,57,Essendon,6,6,42,M.C.G.,15,2017,Regular,3,,0
15020,9/04/2017,R3,Gold Coast,21,13,139,Hawthorn,7,11,53,Carrara,86,2017,Regular,3,,0
15021,13/04/2017,R4,West Coast,13,13,91,Sydney,10,5,65,Subiaco,26,2017,Regular,4,,0
15022,14/04/2017,R4,North Melbourne,12,14,86,Footscray,12,17,89,Docklands,-3,2017,Regular,4,,0
15023,15/04/2017,R4,Melbourne,15,14,104,Fremantle,16,10,106,M.C.G.,-2,2017,Regular,4,,0
15024,15/04/2017,R4,GWS,16,16,112,Port Adelaide,11,15,81,Manuka Oval,31,2017,Regular,4,,0
15025,15/04/2017,R4,Carlton,12,10,82,Gold Coast,17,6,108,Docklands,-26,2017,Regular,4,,0
15026,15/04/2017,R4,Adelaide,24,9,153,Essendon,13,10,88,Adelaide Oval,65,2017,Regular,4,,0
15027,16/04/2017,R4,Collingwood,7,13,55,St Kilda,9,15,69,Docklands,-14,2017,Regular,4,,0
15028,16/04/2017,R4,Brisbane Lions,10,7,67,Richmond,17,17,119,Gabba,-52,2017,Regular,4,,0
15029,17/04/2017,R4,Hawthorn,6,12,48,Geelong,20,14,134,M.C.G.,-86,2017,Regular,4,,0
15030,21/04/2017,R5,Port Adelaide,20,17,137,Carlton,6,11,47,Adelaide Oval,90,2017,Regular,5,,0
15031,22/04/2017,R5,Footscray,17,20,122,Brisbane Lions,14,6,90,Docklands,32,2017,Regular,5,,0
15032,22/04/2017,R5,Gold Coast,13,8,86,Adelaide,23,15,153,Carrara,-67,2017,Regular,5,,0
15033,22/04/2017,R5,Sydney,9,9,63,GWS,15,15,105,S.C.G.,-42,2017,Regular,5,,0
15034,22/04/2017,R5,Fremantle,9,13,67,North Melbourne,9,8,62,Subiaco,5,2017,Regular,5,,0
15035,23/04/2017,R5,St Kilda,13,10,88,Geelong,19,12,126,Docklands,-38,2017,Regular,5,,0
15036,23/04/2017,R5,Hawthorn,19,11,125,West Coast,11,9,75,M.C.G.,50,2017,Regular,5,,0
15037,24/04/2017,R5,Richmond,12,16,88,Melbourne,11,9,75,M.C.G.,13,2017,Regular,5,,0
15038,25/04/2017,R5,Essendon,15,10,100,Collingwood,11,16,82,M.C.G.,18,2017,Regular,5,,0
15039,28/04/2017,R6,GWS,11,9,75,Footscray,9,19,73,Manuka Oval,2,2017,Regular,6,,0
15040,29/04/2017,R6,Hawthorn,8,7,55,St Kilda,19,16,130,York Park,-75,2017,Regular,6,,0
15041,29/04/2017,R6,Carlton,15,7,97,Sydney,11,12,78,M.C.G.,19,2017,Regular,6,,0
15042,29/04/2017,R6,Brisbane Lions,10,7,67,Port Adelaide,22,18,150,Gabba,-83,2017,Regular,6,,0
15043,29/04/2017,R6,North Melbourne,16,11,107,Gold Coast,14,10,94,Docklands,13,2017,Regular,6,,0
15044,29/04/2017,R6,West Coast,16,7,103,Fremantle,9,8,62,Subiaco,41,2017,Regular,6,,0
15045,30/04/2017,R6,Essendon,10,14,74,Melbourne,17,10,112,Docklands,-38,2017,Regular,6,,0
15046,30/04/2017,R6,Geelong,11,12,78,Collingwood,15,17,107,M.C.G.,-29,2017,Regular,6,,0
15047,30/04/2017,R6,Adelaide,21,14,140,Richmond,10,4,64,Adelaide Oval,76,2017,Regular,6,,0
15048,5/05/2017,R7,St Kilda,16,12,108,GWS,12,13,85,Docklands,23,2017,Regular,7,,0
15049,6/05/2017,R7,North Melbourne,22,13,145,Adelaide,13,8,86,Bellerive Oval,59,2017,Regular,7,,0
15050,6/05/2017,R7,Collingwood,8,8,56,Carlton,12,7,79,M.C.G.,-23,2017,Regular,7,,0
15051,6/05/2017,R7,Port Adelaide,12,15,87,West Coast,15,7,97,Adelaide Oval,-10,2017,Regular,7,,0
15052,6/05/2017,R7,Footscray,11,14,80,Richmond,11,9,75,Docklands,5,2017,Regular,7,,0
15053,6/05/2017,R7,Gold Coast,18,16,124,Geelong,15,9,99,Carrara,25,2017,Regular,7,,0
15054,7/05/2017,R7,Sydney,20,15,135,Brisbane Lions,12,9,81,S.C.G.,54,2017,Regular,7,,0
15055,7/05/2017,R7,Melbourne,14,7,91,Hawthorn,14,10,94,M.C.G.,-3,2017,Regular,7,,0
15056,7/05/2017,R7,Fremantle,17,14,116,Essendon,11,13,79,Subiaco,37,2017,Regular,7,,0
15057,12/05/2017,R8,West Coast,9,15,69,Footscray,8,13,61,Subiaco,8,2017,Regular,8,,0
15058,13/05/2017,R8,Hawthorn,17,11,113,Brisbane Lions,11,9,75,York Park,38,2017,Regular,8,,0
15059,13/05/2017,R8,St Kilda,12,13,85,Carlton,10,6,66,Docklands,19,2017,Regular,8,,0
15060,13/05/2017,R8,GWS,15,12,102,Collingwood,15,9,99,Sydney Showground,3,2017,Regular,8,,0
15061,13/05/2017,R8,Essendon,17,8,110,Geelong,13,15,93,M.C.G.,17,2017,Regular,8,,0
15062,13/05/2017,R8,Adelaide,9,12,66,Melbourne,17,5,107,Adelaide Oval,-41,2017,Regular,8,,0
15063,14/05/2017,R8,Gold Coast,4,14,38,Port Adelaide,16,14,110,Jiangwan Stadium,-72,2017,Regular,8,,0
15064,14/05/2017,R8,Richmond,10,10,70,Fremantle,10,12,72,M.C.G.,-2,2017,Regular,8,,0
15065,14/05/2017,R8,North Melbourne,11,12,78,Sydney,18,12,120,Docklands,-42,2017,Regular,8,,0
15066,19/05/2017,R9,Geelong,16,8,104,Footscray,12,9,81,Kardinia Park,23,2017,Regular,9,,0
15067,20/05/2017,R9,St Kilda,10,8,68,Sydney,18,10,118,Docklands,-50,2017,Regular,9,,0
15068,20/05/2017,R9,GWS,11,12,78,Richmond,10,15,75,Sydney Showground,3,2017,Regular,9,,0
15069,20/05/2017,R9,Brisbane Lions,7,18,60,Adelaide,21,14,140,Gabba,-80,2017,Regular,9,,0
15070,20/05/2017,R9,Collingwood,13,12,90,Hawthorn,11,6,72,M.C.G.,18,2017,Regular,9,,0
15071,21/05/2017,R9,Essendon,19,11,125,West Coast,8,16,64,Docklands,61,2017,Regular,9,,0
15072,21/05/2017,R9,Melbourne,13,12,90,North Melbourne,15,14,104,M.C.G.,-14,2017,Regular,9,,0
15073,21/05/2017,R9,Fremantle,13,8,86,Carlton,7,9,51,Subiaco,35,2017,Regular,9,,0
15074,25/05/2017,R10,Geelong,11,15,81,Port Adelaide,11,13,79,Kardinia Park,2,2017,Regular,10,,0
15075,26/05/2017,R10,Sydney,11,9,75,Hawthorn,12,9,81,S.C.G.,-6,2017,Regular,10,,0
15076,27/05/2017,R10,Footscray,13,12,90,St Kilda,7,8,50,Docklands,40,2017,Regular,10,,0
15077,27/05/2017,R10,Melbourne,18,14,122,Gold Coast,13,9,87,Traeger Park,35,2017,Regular,10,,0
15078,27/05/2017,R10,Richmond,11,15,81,Essendon,10,6,66,M.C.G.,15,2017,Regular,10,,0
15079,27/05/2017,R10,Adelaide,20,23,143,Fremantle,6,7,43,Adelaide Oval,100,2017,Regular,10,,0
15080,28/05/2017,R10,Collingwood,18,21,129,Brisbane Lions,13,6,84,M.C.G.,45,2017,Regular,10,,0
15081,28/05/2017,R10,Carlton,15,6,96,North Melbourne,17,11,113,Docklands,-17,2017,Regular,10,,0
15082,28/05/2017,R10,West Coast,14,6,90,GWS,14,14,98,Subiaco,-8,2017,Regular,10,,0
15083,1/06/2017,R11,Port Adelaide,13,20,98,Hawthorn,7,5,47,Adelaide Oval,51,2017,Regular,11,,0
15084,2/06/2017,R11,Geelong,13,18,96,Adelaide,10,14,74,Kardinia Park,22,2017,Regular,11,,0
15085,3/06/2017,R11,Gold Coast,11,14,80,West Coast,11,11,77,Carrara,3,2017,Regular,11,,0
15086,3/06/2017,R11,GWS,18,9,117,Essendon,15,11,101,Sydney Showground,16,2017,Regular,11,,0
15087,3/06/2017,R11,North Melbourne,9,12,66,Richmond,14,17,101,Docklands,-35,2017,Regular,11,,0
15088,4/06/2017,R11,Fremantle,12,13,85,Collingwood,15,15,105,Subiaco,-20,2017,Regular,11,,0
15089,8/06/2017,R12,Sydney,12,16,88,Footscray,6,6,42,S.C.G.,46,2017,Regular,12,,0
15090,9/06/2017,R12,Adelaide,16,15,111,St Kilda,7,12,54,Adelaide Oval,57,2017,Regular,12,,0
15091,10/06/2017,R12,Hawthorn,12,7,79,Gold Coast,13,17,95,M.C.G.,-16,2017,Regular,12,,0
15092,10/06/2017,R12,Brisbane Lions,18,13,121,Fremantle,9,10,64,Gabba,57,2017,Regular,12,,0
15093,10/06/2017,R12,Essendon,19,17,131,Port Adelaide,8,13,61,Docklands,70,2017,Regular,12,,0
15094,11/06/2017,R12,Carlton,10,11,71,GWS,9,16,70,Docklands,1,2017,Regular,12,,0
15095,12/06/2017,R12,Melbourne,15,14,104,Collingwood,15,10,100,M.C.G.,4,2017,Regular,12,,0
15096,15/06/2017,R13,West Coast,11,17,83,Geelong,10,10,70,Subiaco,13,2017,Regular,13,,0
15097,16/06/2017,R13,North Melbourne,10,12,72,St Kilda,12,17,89,Docklands,-17,2017,Regular,13,,0
15098,17/06/2017,R13,Richmond,10,11,71,Sydney,12,8,80,M.C.G.,-9,2017,Regular,13,,0
15099,17/06/2017,R13,Port Adelaide,18,13,121,Brisbane Lions,12,9,81,Adelaide Oval,40,2017,Regular,13,,0
15100,17/06/2017,R13,Gold Coast,11,7,73,Carlton,12,11,83,Carrara,-10,2017,Regular,13,,0
15101,18/06/2017,R13,Footscray,8,8,56,Melbourne,17,11,113,Docklands,-57,2017,Regular,13,,0
15102,22/06/2017,R14,Adelaide,12,10,82,Hawthorn,14,12,96,Adelaide Oval,-14,2017,Regular,14,,0
15103,23/06/2017,R14,Sydney,11,20,86,Essendon,12,13,85,S.C.G.,1,2017,Regular,14,,0
15104,24/06/2017,R14,Collingwood,9,8,62,Port Adelaide,13,15,93,M.C.G.,-31,2017,Regular,14,,0
15105,24/06/2017,R14,Brisbane Lions,12,14,86,GWS,22,14,146,Gabba,-60,2017,Regular,14,,0
15106,24/06/2017,R14,Footscray,15,17,107,North Melbourne,16,10,106,Docklands,1,2017,Regular,14,,0
15107,24/06/2017,R14,West Coast,14,12,96,Melbourne,15,9,99,Subiaco,-3,2017,Regular,14,,0
15108,25/06/2017,R14,Geelong,10,14,74,Fremantle,11,6,72,Kardinia Park,2,2017,Regular,14,,0
15109,25/06/2017,R14,Richmond,11,18,84,Carlton,8,10,58,M.C.G.,26,2017,Regular,14,,0
15110,25/06/2017,R14,St Kilda,14,19,103,Gold Coast,10,12,72,Docklands,31,2017,Regular,14,,0
15111,30/06/2017,R15,Melbourne,7,8,50,Sydney,11,19,85,M.C.G.,-35,2017,Regular,15,,0
15112,1/07/2017,R15,Footscray,11,14,80,West Coast,12,15,87,Docklands,-7,2017,Regular,15,,0
15113,1/07/2017,R15,Carlton,12,5,77,Adelaide,13,11,89,M.C.G.,-12,2017,Regular,15,,0
15114,1/07/2017,R15,Gold Coast,18,10,118,North Melbourne,14,15,99,Carrara,19,2017,Regular,15,,0
15115,1/07/2017,R15,GWS,10,8,68,Geelong,10,8,68,Sydney Showground,0,2017,Regular,15,,0
15116,1/07/2017,R15,Port Adelaide,8,15,63,Richmond,11,10,76,Adelaide Oval,-13,2017,Regular,15,,0
15117,2/07/2017,R15,Essendon,11,16,82,Brisbane Lions,13,12,90,Docklands,-8,2017,Regular,15,,0
15118,2/07/2017,R15,Hawthorn,18,10,118,Collingwood,14,10,94,M.C.G.,24,2017,Regular,15,,0
15119,2/07/2017,R15,Fremantle,12,8,80,St Kilda,12,17,89,Subiaco,-9,2017,Regular,15,,0
15120,7/07/2017,R16,Adelaide,16,8,104,Footscray,5,15,45,Adelaide Oval,59,2017,Regular,16,,0
15121,8/07/2017,R16,Hawthorn,14,13,97,GWS,15,7,97,York Park,0,2017,Regular,16,,0
15122,8/07/2017,R16,Collingwood,12,8,80,Essendon,18,9,117,M.C.G.,-37,2017,Regular,16,,0
15123,8/07/2017,R16,Sydney,17,16,118,Gold Coast,7,9,51,S.C.G.,67,2017,Regular,16,,0
15124,8/07/2017,R16,Brisbane Lions,11,12,78,Geelong,25,13,163,Gabba,-85,2017,Regular,16,,0
15125,8/07/2017,R16,St Kilda,21,12,138,Richmond,10,11,71,Docklands,67,2017,Regular,16,,0
15126,9/07/2017,R16,North Melbourne,12,10,82,Fremantle,13,8,86,Docklands,-4,2017,Regular,16,,0
15127,9/07/2017,R16,Carlton,12,10,82,Melbourne,14,6,90,M.C.G.,-8,2017,Regular,16,,0
15128,9/07/2017,R16,West Coast,13,10,88,Port Adelaide,18,12,120,Subiaco,-32,2017,Regular,16,,0
15129,14/07/2017,R17,St Kilda,7,15,57,Essendon,17,16,118,Docklands,-61,2017,Regular,17,,0
15130,15/07/2017,R17,Geelong,13,10,88,Hawthorn,12,13,85,M.C.G.,3,2017,Regular,17,,0
15131,15/07/2017,R17,Port Adelaide,19,13,127,North Melbourne,8,9,57,Adelaide Oval,70,2017,Regular,17,,0
15132,15/07/2017,R17,Gold Coast,13,10,88,Collingwood,15,13,103,Carrara,-15,2017,Regular,17,,0
15133,15/07/2017,R17,GWS,12,11,83,Sydney,14,12,96,Sydney Showground,-13,2017,Regular,17,,0
15134,15/07/2017,R17,Melbourne,10,10,70,Adelaide,17,14,116,Marrara Oval,-46,2017,Regular,17,,0
15135,16/07/2017,R17,Richmond,16,16,112,Brisbane Lions,12,9,81,Docklands,31,2017,Regular,17,,0
15136,16/07/2017,R17,Carlton,9,8,62,Footscray,12,10,82,M.C.G.,-20,2017,Regular,17,,0
15137,16/07/2017,R17,Fremantle,5,14,44,West Coast,11,8,74,Subiaco,-30,2017,Regular,17,,0
15138,21/07/2017,R18,Adelaide,13,13,91,Geelong,10,10,70,Adelaide Oval,21,2017,Regular,18,,0
15139,22/07/2017,R18,Essendon,20,12,132,North Melbourne,16,9,105,Docklands,27,2017,Regular,18,,0
15140,22/07/2017,R18,Melbourne,13,10,88,Port Adelaide,9,11,65,M.C.G.,23,2017,Regular,18,,0
15141,22/07/2017,R18,Footscray,16,14,110,Gold Coast,8,8,56,Cazaly's Stadium,54,2017,Regular,18,,0
15142,22/07/2017,R18,Sydney,14,17,101,St Kilda,9,5,59,S.C.G.,42,2017,Regular,18,,0
15143,22/07/2017,R18,Fremantle,7,6,48,Hawthorn,15,10,100,Subiaco,-52,2017,Regular,18,,0
15144,23/07/2017,R18,Richmond,9,10,64,GWS,6,9,45,M.C.G.,19,2017,Regular,18,,0
15145,23/07/2017,R18,Collingwood,13,15,93,West Coast,13,7,85,Docklands,8,2017,Regular,18,,0
15146,23/07/2017,R18,Brisbane Lions,17,10,112,Carlton,11,16,82,Gabba,30,2017,Regular,18,,0
15147,28/07/2017,R19,Hawthorn,10,12,72,Sydney,9,12,66,M.C.G.,6,2017,Regular,19,,0
15148,29/07/2017,R19,North Melbourne,11,10,76,Melbourne,10,12,72,Bellerive Oval,4,2017,Regular,19,,0
15149,29/07/2017,R19,GWS,13,20,98,Fremantle,13,8,86,Sydney Showground,12,2017,Regular,19,,0
15150,29/07/2017,R19,Port Adelaide,9,9,63,St Kilda,8,13,61,Adelaide Oval,2,2017,Regular,19,,0
15151,29/07/2017,R19,Carlton,8,10,58,Geelong,18,15,123,Docklands,-65,2017,Regular,19,,0
15152,29/07/2017,R19,Gold Coast,10,5,65,Richmond,14,14,98,Carrara,-33,2017,Regular,19,,0
15153,30/07/2017,R19,Footscray,19,13,127,Essendon,13,19,97,Docklands,30,2017,Regular,19,,0
15154,30/07/2017,R19,Collingwood,15,13,103,Adelaide,16,7,103,M.C.G.,0,2017,Regular,19,,0
15155,30/07/2017,R19,West Coast,17,11,113,Brisbane Lions,6,9,45,Subiaco,68,2017,Regular,19,,0
15156,4/08/2017,R20,Geelong,8,13,61,Sydney,16,11,107,Kardinia Park,-46,2017,Regular,20,,0
15157,5/08/2017,R20,GWS,14,13,97,Melbourne,10,2,62,Manuka Oval,35,2017,Regular,20,,0
15158,5/08/2017,R20,Essendon,11,18,84,Carlton,11,10,76,M.C.G.,8,2017,Regular,20,,0
15159,5/08/2017,R20,Brisbane Lions,13,11,89,Footscray,14,19,103,Gabba,-14,2017,Regular,20,,0
15160,5/08/2017,R20,North Melbourne,7,15,57,Collingwood,16,15,111,Docklands,-54,2017,Regular,20,,0
15161,5/08/2017,R20,Fremantle,12,18,90,Gold Coast,10,7,67,Subiaco,23,2017,Regular,20,,0
15162,6/08/2017,R20,St Kilda,15,13,103,West Coast,14,11,95,Docklands,8,2017,Regular,20,,0
15163,6/08/2017,R20,Richmond,13,15,93,Hawthorn,9,10,64,M.C.G.,29,2017,Regular,20,,0
15164,6/08/2017,R20,Adelaide,18,22,130,Port Adelaide,7,4,46,Adelaide Oval,84,2017,Regular,20,,0
15165,11/08/2017,R21,Footscray,7,15,57,GWS,16,9,105,Docklands,-48,2017,Regular,21,,0
15166,12/08/2017,R21,Sydney,22,11,143,Fremantle,5,9,39,S.C.G.,104,2017,Regular,21,,0
15167,12/08/2017,R21,Geelong,11,14,80,Richmond,9,12,66,Kardinia Park,14,2017,Regular,21,,0
15168,12/08/2017,R21,Brisbane Lions,22,10,142,Gold Coast,12,12,84,Gabba,58,2017,Regular,21,,0
15169,12/08/2017,R21,Essendon,12,8,80,Adelaide,18,15,123,Docklands,-43,2017,Regular,21,,0
15170,12/08/2017,R21,West Coast,15,10,100,Carlton,12,11,83,Subiaco,17,2017,Regular,21,,0
15171,13/08/2017,R21,Melbourne,14,12,96,St Kilda,10,12,72,M.C.G.,24,2017,Regular,21,,0
15172,13/08/2017,R21,Hawthorn,18,8,116,North Melbourne,14,5,89,York Park,27,2017,Regular,21,,0
15173,13/08/2017,R21,Port Adelaide,14,14,98,Collingwood,10,11,71,Adelaide Oval,27,2017,Regular,21,,0
15174,18/08/2017,R22,Adelaide,11,14,80,Sydney,13,5,83,Adelaide Oval,-3,2017,Regular,22,,0
15175,19/08/2017,R22,Footscray,11,13,79,Port Adelaide,14,12,96,Eureka Stadium,-17,2017,Regular,22,,0
15176,19/08/2017,R22,Collingwood,9,5,59,Geelong,10,10,70,M.C.G.,-11,2017,Regular,22,,0
15177,19/08/2017,R22,GWS,12,9,81,West Coast,9,6,60,Sydney Showground,21,2017,Regular,22,,0
15178,19/08/2017,R22,Carlton,12,5,77,Hawthorn,10,10,70,Docklands,7,2017,Regular,22,,0
15179,19/08/2017,R22,Gold Coast,9,3,57,Essendon,12,18,90,Carrara,-33,2017,Regular,22,,0
15180,20/08/2017,R22,Melbourne,16,8,104,Brisbane Lions,14,7,91,M.C.G.,13,2017,Regular,22,,0
15181,20/08/2017,R22,St Kilda,18,19,127,North Melbourne,12,6,78,Docklands,49,2017,Regular,22,,0
15182,20/08/2017,R22,Fremantle,7,9,51,Richmond,25,5,155,Subiaco,-104,2017,Regular,22,,0
15183,25/08/2017,R23,Hawthorn,15,9,99,Footscray,13,12,90,Docklands,9,2017,Regular,23,,0
15184,26/08/2017,R23,Collingwood,14,15,99,Melbourne,12,11,83,M.C.G.,16,2017,Regular,23,,0
15185,26/08/2017,R23,Brisbane Lions,11,13,79,North Melbourne,19,16,130,Gabba,-51,2017,Regular,23,,0
15186,26/08/2017,R23,Sydney,21,12,138,Carlton,8,9,57,S.C.G.,81,2017,Regular,23,,0
15187,26/08/2017,R23,Geelong,15,13,103,GWS,8,11,59,Kardinia Park,44,2017,Regular,23,,0
15188,26/08/2017,R23,Port Adelaide,20,15,135,Gold Coast,3,2,20,Adelaide Oval,115,2017,Regular,23,,0
15189,27/08/2017,R23,Essendon,16,11,107,Fremantle,14,8,92,Docklands,15,2017,Regular,23,,0
15190,27/08/2017,R23,Richmond,19,8,122,St Kilda,12,9,81,M.C.G.,41,2017,Regular,23,,0
15191,27/08/2017,R23,West Coast,15,10,100,Adelaide,10,11,71,Subiaco,29,2017,Regular,23,,0
15192,7/09/2017,QF,Adelaide,12,12,84,GWS,6,12,48,Adelaide Oval,36,2017,Finals,24,,0
15193,8/09/2017,QF,Richmond,13,13,91,Geelong,5,10,40,M.C.G.,51,2017,Finals,24,,0
15194,9/09/2017,EF,Sydney,19,7,121,Essendon,8,8,56,S.C.G.,65,2017,Finals,24,,0
15195,9/09/2017,EF,West Coast,12,6,78,Port Adelaide,10,16,76,Adelaide Oval,2,2017,Finals,24,,0
15196,15/09/2017,SF,Geelong,15,8,98,Sydney,5,9,39,M.C.G.,59,2017,Finals,25,,0
15197,16/09/2017,SF,GWS,19,11,125,West Coast,9,4,58,Sydney Showground,67,2017,Finals,25,,0
15198,22/09/2017,PF,Adelaide,21,10,136,Geelong,10,15,75,Adelaide Oval,61,2017,Finals,26,,0
15199,23/09/2017,PF,Richmond,15,13,103,GWS,9,13,67,M.C.G.,36,2017,Finals,26,,0
15200,30/09/2017,GF,Richmond,16,12,108,Adelaide,8,12,60,M.C.G.,48,2017,Finals,27,,0
15201,22/03/2018,R1,Richmond,17,19,121,Carlton,15,5,95,M.C.G.,26,2018,Regular,1,,0
15202,23/03/2018,R1,Essendon,14,15,99,Adelaide,12,15,87,Docklands,12,2018,Regular,1,,0
15203,24/03/2018,R1,St Kilda,16,11,107,Brisbane Lions,12,10,82,Docklands,25,2018,Regular,1,,0
15204,24/03/2018,R1,Port Adelaide,16,14,110,Fremantle,9,6,60,Adelaide Oval,50,2018,Regular,1,,0
15205,24/03/2018,R1,Hawthorn,15,11,101,Collingwood,9,13,67,M.C.G.,34,2018,Regular,1,,0
15206,24/03/2018,R1,Gold Coast,7,13,55,North Melbourne,5,9,39,Cazaly's Stadium,16,2018,Regular,1,,0
15207,25/03/2018,R1,GWS,20,13,133,Footscray,7,9,51,Manuka Oval,82,2018,Regular,1,,0
15208,25/03/2018,R1,Melbourne,13,16,94,Geelong,14,13,97,M.C.G.,-3,2018,Regular,1,,0
15209,25/03/2018,R1,West Coast,13,8,86,Sydney,18,7,115,Perth Stadium,-29,2018,Regular,1,,0
15210,29/03/2018,R2,Adelaide,18,10,118,Richmond,12,10,82,Adelaide Oval,36,2018,Regular,2,,0
15211,30/03/2018,R2,North Melbourne,13,17,95,St Kilda,5,13,43,Docklands,52,2018,Regular,2,,0
15212,31/03/2018,R2,Carlton,9,13,67,Gold Coast,15,11,101,Docklands,-34,2018,Regular,2,,0
15213,31/03/2018,R2,Collingwood,12,7,79,GWS,15,5,95,M.C.G.,-16,2018,Regular,2,,0
15214,31/03/2018,R2,Brisbane Lions,10,14,74,Melbourne,14,16,100,Gabba,-26,2018,Regular,2,,0
15215,31/03/2018,R2,Fremantle,16,10,106,Essendon,14,6,90,Perth Stadium,16,2018,Regular,2,,0
15216,1/04/2018,R2,Footscray,9,16,70,West Coast,18,13,121,Docklands,-51,2018,Regular,2,,0
15217,1/04/2018,R2,Sydney,10,11,71,Port Adelaide,14,10,94,S.C.G.,-23,2018,Regular,2,,0
15218,2/04/2018,R2,Geelong,18,9,117,Hawthorn,17,16,118,M.C.G.,-1,2018,Regular,2,,0
15219,6/04/2018,R3,Carlton,11,10,76,Collingwood,16,4,100,M.C.G.,-24,2018,Regular,3,,0
15220,7/04/2018,R3,Port Adelaide,14,13,97,Brisbane Lions,14,8,92,Adelaide Oval,5,2018,Regular,3,,0
15221,7/04/2018,R3,Melbourne,18,15,123,North Melbourne,13,8,86,M.C.G.,37,2018,Regular,3,,0
15222,7/04/2018,R3,Gold Coast,10,8,68,Fremantle,13,18,96,Perth Stadium,-28,2018,Regular,3,,0
15223,7/04/2018,R3,St Kilda,7,13,55,Adelaide,15,14,104,Docklands,-49,2018,Regular,3,,0
15224,7/04/2018,R3,Sydney,16,7,103,GWS,12,15,87,S.C.G.,16,2018,Regular,3,,0
15225,8/04/2018,R3,Richmond,15,12,102,Hawthorn,13,11,89,M.C.G.,13,2018,Regular,3,,0
15226,8/04/2018,R3,Footscray,14,20,104,Essendon,12,11,83,Docklands,21,2018,Regular,3,,0
15227,8/04/2018,R3,West Coast,14,11,95,Geelong,11,14,80,Perth Stadium,15,2018,Regular,3,,0
15228,13/04/2018,R4,Adelaide,9,4,58,Collingwood,16,10,106,Adelaide Oval,-48,2018,Regular,4,,0
15229,14/04/2018,R4,GWS,11,16,82,Fremantle,7,9,51,Manuka Oval,31,2018,Regular,4,,0
15230,14/04/2018,R4,Richmond,16,14,110,Brisbane Lions,2,5,17,M.C.G.,93,2018,Regular,4,,0
15231,14/04/2018,R4,Footscray,11,13,79,Sydney,13,8,86,Docklands,-7,2018,Regular,4,,0
15232,14/04/2018,R4,North Melbourne,18,8,116,Carlton,4,6,30,Bellerive Oval,86,2018,Regular,4,,0
15233,14/04/2018,R4,West Coast,21,13,139,Gold Coast,9,5,59,Perth Stadium,80,2018,Regular,4,,0
15234,15/04/2018,R4,Essendon,16,10,106,Port Adelaide,12,12,84,Docklands,22,2018,Regular,4,,0
15235,15/04/2018,R4,Hawthorn,18,7,115,Melbourne,6,12,48,M.C.G.,67,2018,Regular,4,,0
15236,15/04/2018,R4,Geelong,15,13,103,St Kilda,7,14,56,Kardinia Park,47,2018,Regular,4,,0
15237,20/04/2018,R5,Sydney,10,15,75,Adelaide,12,13,85,S.C.G.,-10,2018,Regular,5,,0
15238,21/04/2018,R5,St Kilda,10,13,73,GWS,9,19,73,Docklands,0,2018,Regular,5,,0
15239,21/04/2018,R5,Carlton,10,9,69,West Coast,10,19,79,M.C.G.,-10,2018,Regular,5,,0
15240,21/04/2018,R5,Port Adelaide,7,8,50,Geelong,12,12,84,Adelaide Oval,-34,2018,Regular,5,,0
15241,21/04/2018,R5,Fremantle,16,12,108,Footscray,8,6,54,Perth Stadium,54,2018,Regular,5,,0
15242,22/04/2018,R5,North Melbourne,14,14,98,Hawthorn,11,4,70,Docklands,28,2018,Regular,5,,0
15243,22/04/2018,R5,Brisbane Lions,10,11,71,Gold Coast,11,10,76,Gabba,-5,2018,Regular,5,,0
15244,24/04/2018,R5,Melbourne,8,8,56,Richmond,15,12,102,M.C.G.,-46,2018,Regular,5,,0
15245,25/04/2018,R5,Collingwood,14,17,101,Essendon,7,10,52,M.C.G.,49,2018,Regular,5,,0
15246,27/04/2018,R6,Footscray,11,14,80,Carlton,8,11,59,Docklands,21,2018,Regular,6,,0
15247,28/04/2018,R6,Geelong,10,9,69,Sydney,12,14,86,Kardinia Park,-17,2018,Regular,6,,0
15248,28/04/2018,R6,North Melbourne,10,9,69,Port Adelaide,15,12,102,Docklands,-33,2018,Regular,6,,0
15249,28/04/2018,R6,GWS,10,17,77,Brisbane Lions,5,13,43,Sydney Showground,34,2018,Regular,6,,0
15250,28/04/2018,R6,Hawthorn,13,11,89,St Kilda,7,12,54,York Park,35,2018,Regular,6,,0
15251,28/04/2018,R6,Adelaide,16,14,110,Gold Coast,9,8,62,Adelaide Oval,48,2018,Regular,6,,0
15252,29/04/2018,R6,Essendon,10,12,72,Melbourne,16,12,108,Docklands,-36,2018,Regular,6,,0
15253,29/04/2018,R6,Collingwood,10,10,70,Richmond,16,17,113,M.C.G.,-43,2018,Regular,6,,0
15254,29/04/2018,R6,Fremantle,12,9,81,West Coast,13,11,89,Perth Stadium,-8,2018,Regular,6,,0
15255,4/05/2018,R7,Geelong,14,9,93,GWS,4,8,32,Kardinia Park,61,2018,Regular,7,,0
15256,5/05/2018,R7,Footscray,11,15,81,Gold Coast,10,12,72,Eureka Stadium,9,2018,Regular,7,,0
